Estado;Cidade;Latitude;Longitude;casosConfirmados;Mortes;dtAtualizado
AC;Rio Branco;-9.975377;-67.8248977;25;0.0;2020-03-27
AL;Maceió;-9.6498487;-35.7089492;11;0.0;2020-03-27
AL;Porto Real do Colégio;-10.1853206;-36.8378849;1;0.0;2020-03-27
AM;Boca do Acre;-8.748832400000001;-67.3994582;1;0.0;2020-03-27
AM;Manacapuru;-3.2897455;-60.6320881;2;0.0;2020-03-27
AM;Manaus;-3.1190275;-60.0217314;75;0.0;2020-03-27
AM;Parintins;-2.633616;-56.7319696;2;1.0;2020-03-27
AM;Santo Antônio do Içá;-3.102811;-67.946675;1;0.0;2020-03-27
AP;Macapá;0.0355735;-51.070535;2;0.0;2020-03-27
BA;Alagoinhas;-12.1339689;-38.4211223;1;0.0;2020-03-27
BA;Barreiras;-12.1477483;-44.9953475;1;0.0;2020-03-27
BA;Brumado;-14.2025791;-41.6699736;1;0.0;2020-03-27
BA;Camaçari;-12.6971776;-38.3331983;1;0.0;2020-03-27
BA;Canarana;-11.6862665;-41.7680836;1;0.0;2020-03-27
BA;Conceição do Jacuípe;-12.3305286;-38.7670993;1;0.0;2020-03-27
BA;Conde;-11.814904;-37.6140253;1;0.0;2020-03-27
BA;Feira de Santana;-12.2535848;-38.9600762;9;0.0;2020-03-27
BA;Ilhéus;-14.7935051;-39.0463797;2;0.0;2020-03-27
BA;Ipiaú;-14.1349424;-39.7385835;1;0.0;2020-03-27
BA;Itabuna;-14.7916229;-39.2833243;2;0.0;2020-03-27
BA;Jequié;-13.8590592;-40.0837763;1;0.0;2020-03-27
BA;Juazeiro;-9.4312697;-40.5078709;2;0.0;2020-03-27
BA;Lauro de Freitas;-12.8820575;-38.3148204;7;0.0;2020-03-27
BA;Porto Seguro;-16.4443537;-39.0653656;10;0.0;2020-03-27
BA;Prado;-17.3340212;-39.2250648;2;0.0;2020-03-27
BA;Salvador;-12.977749;-38.5016301;78;0.0;2020-03-27
BA;São Domingos;-11.464721;-39.5275967;1;0.0;2020-03-27
BA;Teixeira de Freitas;-17.5400307;-39.7421813;1;0.0;2020-03-27
CE;Aquiraz;-3.906286399999999;-38.3874738;6;0.0;2020-03-27
CE;Fortaleza;-3.7327144;-38.5269981;268;3.0;2020-03-27
CE;Fortim;-4.4508711;-37.7987924;1;0.0;2020-03-27
CE;Juazeiro do Norte;-7.229036499999999;-39.3124461;1;0.0;2020-03-27
CE;Maranguape;-3.8829604;-38.6775829;1;0.0;2020-03-27
CE;Mauriti;-7.382949299999999;-38.7716665;1;0.0;2020-03-27
CE;Sobral;-3.6895919;-40.3485423;4;0.0;2020-03-27
DF;Brasília;-15.826691;-47.92182039999999;242;1.0;2020-03-27
ES;Cachoeiro de Itapemirim;-20.8467047;-41.1202199;1;0.0;2020-03-27
ES;Cariacica;-20.2643105;-40.42030219999999;1;0.0;2020-03-27
ES;Castelo;-20.6037746;-41.20353009999999;1;0.0;2020-03-27
ES;Linhares;-19.4021415;-40.0670118;4;0.0;2020-03-27
ES;Santa Teresa;-19.9368278;-40.5983289;1;0.0;2020-03-27
ES;São Roque do Canaã;-19.7386805;-40.6594438;1;0.0;2020-03-27
ES;Serra;-20.1228954;-40.3054099;5;0.0;2020-03-27
ES;Vila Velha;-20.3477821;-40.2949528;21;0.0;2020-03-27
ES;Vitória;-20.2976178;-40.2957768;18;0.0;2020-03-27
GO;Anápolis;-16.328546;-48.95340299999999;3;0.0;2020-03-27
GO;Aparecida de Goiânia;-16.820257;-49.2473044;2;0.0;2020-03-27
GO;Catalão;-18.1660958;-47.9444845;1;0.0;2020-03-27
GO;Goiânia;-16.6868982;-49.2648114;26;0.0;2020-03-27
GO;Hidrolândia;-16.9657527;-49.231423;1;0.0;2020-03-27
GO;Jataí;-17.884174;-51.7277223;1;0.0;2020-03-27
GO;Luziânia;-16.5236174;-48.0010282;1;1.0;2020-03-27
GO;Rio Verde;-17.7927534;-50.9196306;6;0.0;2020-03-27
GO;Silvânia;-16.6680815;-48.6132824;1;0.0;2020-03-27
GO;Valparaíso de Goiás;-16.0663414;-47.9845465;2;0.0;2020-03-27
MA;São Luís;-2.5299669;-44.2567292;13;0.0;2020-03-27
MG;Belo Horizonte;-19.9166813;-43.9344931;118;0.0;2020-03-27
MG;Betim;-19.9673078;-44.2011904;4;0.0;2020-03-27
MG;Boa Esperança;-21.0928092;-45.5629309;1;0.0;2020-03-27
MG;Bom Despacho;-19.7406544;-45.254096;1;0.0;2020-03-27
MG;Campo Belo;-20.8938356;-45.2721363;1;0.0;2020-03-27
MG;Campos Altos;-19.6918841;-46.1736055;1;0.0;2020-03-27
MG;Contagem;-19.9161508;-44.0808763;3;0.0;2020-03-27
MG;Coronel Fabriciano;-19.5190218;-42.62825369999999;1;0.0;2020-03-27
MG;Divinópolis;-20.103444;-44.9716724;6;0.0;2020-03-27
MG;Governador Valadares;-18.8547986;-41.9589601;1;0.0;2020-03-27
MG;Ipatinga;-19.4707569;-42.548012;1;0.0;2020-03-27
MG;Juiz de Fora;-21.7623644;-43.3436917;11;0.0;2020-03-27
MG;Lagoa da Prata;-20.0272246;-45.5353426;2;0.0;2020-03-27
MG;Mariana;-20.3652719;-43.4150073;2;0.0;2020-03-27
MG;Nova Lima;-19.9930478;-43.84855659999999;13;0.0;2020-03-27
MG;Patos de Minas;-18.5872541;-46.5147373;1;0.0;2020-03-27
MG;Patrocínio;-18.9379901;-46.9942484;1;0.0;2020-03-27
MG;Poços de Caldas;-21.7853787;-46.5619303;1;0.0;2020-03-27
MG;Sabará;-19.8838287;-43.8534085;1;0.0;2020-03-27
MG;São João del Rei;-21.1315407;-44.25306500000001;1;0.0;2020-03-27
MG;Sete Lagoas;-19.45738;-44.2416695;2;0.0;2020-03-27
MG;Timóteo;-19.5815683;-42.64753109999999;1;0.0;2020-03-27
MG;Uberaba;-19.7473668;-47.93915399999999;3;0.0;2020-03-27
MG;Uberlândia;-18.9127534;-48.275484;7;0.0;2020-03-27
MS;Batayporã;-22.2951897;-53.2715408;1;0.0;2020-03-27
MS;Campo Grande;-20.4697105;-54.6201211;24;0.0;2020-03-27
MS;Ponta Porã;-22.523123;-55.7242526;1;0.0;2020-03-27
MS;Rio Verde de Mato Grosso;-18.9253941;-54.8438521;1;0.0;2020-03-27
MS;Sidrolândia;-20.9306687;-54.9697212;1;0.0;2020-03-27
MT;Cuiabá;-15.60086;-56.0968227;8;0.0;2020-03-27
MT;Nova Monte Verde;-9.9797862;-57.46726519999999;1;0.0;2020-03-27
MT;Várzea Grande;-15.646248;-56.1327131;2;0.0;2020-03-27
PA;Ananindeua;-1.3650671;-48.3746372;4;0.0;2020-03-27
PA;Belém;-1.4557292;-48.4901785;9;0.0;2020-03-27
PA;Castanhal;-1.2962162;-47.9190546;1;0.0;2020-03-27
PA;Itaituba;-4.2670701;-55.99311729999999;1;0.0;2020-03-27
PA;Marabá;-5.3737625;-49.1300872;1;0.0;2020-03-27
PB;Campina Grande;-7.2290752;-35.8808337;1;0.0;2020-03-27
PB;Igaracy;-7.180517600000001;-38.1496514;1;0.0;2020-03-27
PB;João Pessoa;-7.119495799999999;-34.8450118;7;0.0;2020-03-27
PB;Sousa;-6.762525399999999;-38.224935;1;0.0;2020-03-27
PE;Belo Jardim;-8.3357786;-36.4235973;1;0.0;2020-03-27
PE;Camaragibe;-8.023920700000001;-34.9784672;1;0.0;2020-03-27
PE;Caruaru;-8.276017999999999;-35.9819367;1;0.0;2020-03-27
PE;Fernando de Noronha;-3.8447976;-32.4268917;1;0.0;2020-03-27
PE;Goiana;-7.5630149;-35.0131428;1;0.0;2020-03-27
PE;Jaboatão dos Guararapes;-8.1688125;-34.920874;4;0.0;2020-03-27
PE;Olinda;-7.990632100000001;-34.8416598;3;0.0;2020-03-27
PE;Petrolina;-9.389083;-40.5030961;2;0.0;2020-03-27
PE;Recife;-8.0522404;-34.9286096;38;3.0;2020-03-27
PI;Teresina;-5.044685299999999;-42.7662325;9;0.0;2020-03-27
PR;Campo Largo;-25.4596714;-49.527294;1;0.0;2020-03-27
PR;Campo Mourão;-24.0436553;-52.3781098;2;0.0;2020-03-27
PR;Cascavel;-24.9577771;-53.45951119999999;5;0.0;2020-03-27
PR;Cianorte;-23.6628906;-52.611935;7;0.0;2020-03-27
PR;Colombo;-25.2919692;-49.2269425;2;0.0;2020-03-27
PR;Curitiba;-25.4808762;-49.3044253;71;0.0;2020-03-27
PR;Faxinal;-24.0021721;-51.3256187;1;0.0;2020-03-27
PR;Foz do Iguaçu;-25.5163356;-54.58537639999999;5;0.0;2020-03-27
PR;Guaíra;-24.0835359;-54.2444375;2;0.0;2020-03-27
PR;Guarapuava;-25.3907214;-51.4628097;1;0.0;2020-03-27
PR;Iretama;-24.3389217;-52.0639245;1;0.0;2020-03-27
PR;Londrina;-23.3044524;-51.1695824;3;0.0;2020-03-27
PR;Maringá;-23.4209995;-51.9330558;7;2.0;2020-03-27
PR;Paranavaí;-23.0821226;-52.4622155;1;0.0;2020-03-27
PR;Pato Branco;-26.2297202;-52.6711356;2;0.0;2020-03-27
PR;Pinhais;-25.4434411;-49.1931448;3;0.0;2020-03-27
PR;Ponta Grossa;-25.0994246;-50.15832229999999;3;0.0;2020-03-27
PR;Rio Negro;-26.086847;-49.7798281;1;0.0;2020-03-27
PR;Telêmaco Borba;-24.3250032;-50.6180669;1;0.0;2020-03-27
PR;Umuarama;-23.7661064;-53.3206105;1;0.0;2020-03-27
PR;União da Vitória;-26.2269867;-51.0582104;1;0.0;2020-03-27
RJ;Barra Mansa;-22.5408519;-44.1772604;1;0.0;2020-03-27
RJ;Belford Roxo;-22.7645391;-43.3996264;1;0.0;2020-03-27
RJ;Campos dos Goytacazes;-21.7626682;-41.3184501;1;0.0;2020-03-27
RJ;Duque de Caxias;-22.7862985;-43.3053106;3;0.0;2020-03-27
RJ;Guapimirim;-22.535199;-42.9899491;1;0.0;2020-03-27
RJ;Itaboraí;-22.7570025;-42.8643167;1;0.0;2020-03-27
RJ;Miguel Pereira;-22.4577356;-43.4806903;1;1.0;2020-03-27
RJ;Niterói;-22.8859267;-43.1152587;36;1.0;2020-03-27
RJ;Petrópolis;-22.5112498;-43.1779306;3;1.0;2020-03-27
RJ;Resende;-22.4713608;-44.453408;0;0.0;2020-03-27
RJ;Rio de Janeiro;-22.9068467;-43.1728965;431;6.0;2020-03-27
RJ;São Gonçalo;-22.8272883;-43.0637646;4;0.0;2020-03-27
RJ;Valença;-22.2459503;-43.706909;1;0.0;2020-03-27
RJ;Volta Redonda;-22.4871853;-44.0770134;9;1.0;2020-03-27
RN;Mossoró;-5.1841285;-37.3477805;5;0.0;2020-03-27
RN;Natal;-5.7792569;-35.200916;19;0.0;2020-03-27
RN;Parnamirim;-5.911554499999999;-35.2713164;4;0.0;2020-03-27
RO;Ji-Paraná;-10.8781412;-61.93267280000001;1;0.0;2020-03-27
RO;Porto Velho;-8.7611933;-63.90043979999999;5;0.0;2020-03-27
RR;Boa Vista;2.8235098;-60.6758331;9;0.0;2020-03-27
RR;Bonfim;3.3612854;-59.8338004;3;0.0;2020-03-27
RS;Alvorada;-29.9999532;-51.0783852;2;0.0;2020-03-27
RS;Anta Gorda;-28.9702664;-52.0107041;2;0.0;2020-03-27
RS;Bagé;-31.3301424;-54.1004622;9;0.0;2020-03-27
RS;Bento Gonçalves;-29.1667089;-51.5169861;2;0.0;2020-03-27
RS;Cachoeira do Sul;-30.0218463;-52.9176936;1;0.0;2020-03-27
RS;Campo Bom;-29.6751942;-51.0611099;2;0.0;2020-03-27
RS;Canoas;-29.9188183;-51.1585398;7;0.0;2020-03-27
RS;Capão da Canoa;-29.7649868;-50.02894149999999;2;0.0;2020-03-27
RS;Carlos Barbosa;-29.2950409;-51.50089209999999;1;0.0;2020-03-27
RS;Caxias do Sul;-29.1634031;-51.1796683;6;0.0;2020-03-27
RS;Cerro Grande do Sul;-30.5966455;-51.7518126;1;0.0;2020-03-27
RS;Charqueadas;-29.9591749;-51.6287654;1;0.0;2020-03-27
RS;Cruzeiro do Sul;-29.5137043;-51.99249;1;0.0;2020-03-27
RS;Dois Irmãos;-29.5898407;-51.0853913;1;0.0;2020-03-27
RS;Dom Pedrito;-30.9758965;-54.66501909999999;1;0.0;2020-03-27
RS;Eldorado do Sul;-30.0974468;-51.6486422;1;0.0;2020-03-27
RS;Erechim;-27.6349085;-52.2737365;3;0.0;2020-03-27
RS;Estância Velha;-29.6540396;-51.1848488;2;0.0;2020-03-27
RS;Estrela;-29.4870091;-51.95433939999999;1;0.0;2020-03-27
RS;Farroupilha;-29.2231867;-51.3423619;1;0.0;2020-03-27
RS;Garibaldi;-29.2575728;-51.5231114;1;0.0;2020-03-27
RS;Gravataí;-29.942289;-50.9907877;1;0.0;2020-03-27
RS;Ivoti;-29.5999626;-51.1538353;2;0.0;2020-03-27
RS;Lajeado;-29.459582;-51.96494209999999;5;0.0;2020-03-27
RS;Marau;-28.4382141;-52.20981579999999;1;0.0;2020-03-27
RS;Nova Palma;-29.4714732;-53.469455;1;0.0;2020-03-27
RS;Osório;-29.8922339;-50.2620325;1;0.0;2020-03-27
RS;Paraí;-28.5968781;-51.79011149999999;1;0.0;2020-03-27
RS;Passo Fundo;-28.2622601;-52.41027949999999;1;0.0;2020-03-27
RS;Pelotas;-31.7653989;-52.3375886;2;0.0;2020-03-27
RS;Piratini;-31.4477879;-53.0978309;1;0.0;2020-03-27
RS;Porto Alegre;-30.0346471;-51.2176584;107;2.0;2020-03-27
RS;Rio Grande;-32.0395116;-52.101445;2;0.0;2020-03-27
RS;Rolante;-29.6518589;-50.57675219999999;1;0.0;2020-03-27
RS;Santa Maria;-29.687634;-53.8129003;2;0.0;2020-03-27
RS;Sant'Ana do Livramento;-30.8772854;-55.5392304;4;0.0;2020-03-27
RS;Santa Rosa;-27.8706817;-54.4801558;1;0.0;2020-03-27
RS;Santiago;-29.1772764;-54.8788745;1;0.0;2020-03-27
RS;Santo Antônio da Patrulha;-29.83101559999999;-50.5236775;1;0.0;2020-03-27
RS;São Leopoldo;-29.7549941;-51.150283;2;0.0;2020-03-27
RS;Sapiranga;-29.6353852;-51.0069543;1;0.0;2020-03-27
RS;Serafina Corrêa;-28.7087726;-51.93978749999999;3;0.0;2020-03-27
RS;Taquara;-29.6509722;-50.77578440000001;1;0.0;2020-03-27
RS;Torres;-29.3567486;-49.79332789999999;6;0.0;2020-03-27
RS;Viamão;-30.0722165;-51.0969571;1;0.0;2020-03-27
SC;Antônio Carlos;-27.5179042;-48.7684179;1;0.0;2020-03-27
SC;Balneário Arroio do Silva;-28.9811481;-49.4241809;1;0.0;2020-03-27
SC;Balneário Camboriú;-27.0015966;-48.6379041;9;0.0;2020-03-27
SC;Blumenau;-26.9165792;-49.0717331;12;0.0;2020-03-27
SC;Braço do Norte;-28.2793737;-49.1575402;9;0.0;2020-03-27
SC;Camboriú;-27.0245779;-48.6508147;4;0.0;2020-03-27
SC;Canelinha;-27.2618213;-48.7653683;1;0.0;2020-03-27
SC;Chapecó;-27.1009343;-52.615699;4;0.0;2020-03-27
SC;Criciúma;-28.6726329;-49.3733541;12;0.0;2020-03-27
SC;Florianópolis;-27.5986393;-48.5187229;27;0.0;2020-03-27
SC;Gaspar;-26.9340955;-48.9539069;1;0.0;2020-03-27
SC;Gravatal;-28.3228006;-49.0669423;3;0.0;2020-03-27
SC;Içara;-28.7137096;-49.3091437;1;0.0;2020-03-27
SC;Imbituba;-28.227627;-48.6691286;5;0.0;2020-03-27
SC;Itajaí;-26.9105964;-48.6709514;18;0.0;2020-03-27
SC;Itapema;-27.0960682;-48.6178074;1;0.0;2020-03-27
SC;Jaguaruna;-28.6188549;-49.0250549;2;0.0;2020-03-27
SC;Jaraguá do Sul;-26.4822209;-49.073477;2;0.0;2020-03-27
SC;Joinville;-26.2834213;-48.8452269;8;0.0;2020-03-27
SC;Lages;-27.8154629;-50.326356;1;0.0;2020-03-27
SC;Laguna;-28.4876062;-48.8397403;1;0.0;2020-03-27
SC;Navegantes;-26.8947924;-48.6550692;3;0.0;2020-03-27
SC;Pomerode;-26.7376427;-49.174375;1;0.0;2020-03-27
SC;Porto Belo;-27.157469;-48.5757024;3;0.0;2020-03-27
SC;Rancho Queimado;-27.6735003;-49.0124253;2;0.0;2020-03-27
SC;São José;-27.6140791;-48.6370861;8;1.0;2020-03-27
SC;São Lourenço do Oeste;-26.3544977;-52.8527323;1;0.0;2020-03-27
SC;São Ludgero;-28.3274045;-49.1789665;1;0.0;2020-03-27
SC;São Pedro de Alcântara;-27.5852252;-48.8296806;1;0.0;2020-03-27
SC;Siderópolis;-28.5960038;-49.4319132;2;0.0;2020-03-27
SC;Tijucas;-27.240063;-48.63361829999999;1;0.0;2020-03-27
SC;Timbé do Sul;-28.829251;-49.8425427;1;0.0;2020-03-27
SC;Tubarão;-28.4818875;-49.0058727;8;0.0;2020-03-27
SE;Aracaju;-10.9472468;-37.0730823;13;0.0;2020-03-27
SE;Nossa Senhora da Glória;-10.2156554;-37.4212807;1;0.0;2020-03-27
SE;Propriá;-10.2122281;-36.8371852;2;0.0;2020-03-27
SP;Arujá;-23.3969682;-46.3204265;1;0.0;2020-03-27
SP;Barueri;-23.5113691;-46.87294199999999;3;0.0;2020-03-27
SP;Caieiras;-23.3612198;-46.7401869;2;0.0;2020-03-27
SP;Campinas;-22.9329252;-47.073845;5;0.0;2020-03-27
SP;Carapicuíba;-23.5239623;-46.8411243;2;0.0;2020-03-27
SP;Cotia;-23.6026684;-46.9194693;6;0.0;2020-03-27
SP;Diadema;-23.6816587;-46.6203412;1;0.0;2020-03-27
SP;Embu das Artes;-23.6515085;-46.8521864;1;0.0;2020-03-27
SP;Ferraz de Vasconcelos;-23.5289582;-46.3635823;2;0.0;2020-03-27
SP;Guarulhos;-23.4543148;-46.5336521;13;2.0;2020-03-27
SP;Hortolândia;-22.8533412;-47.2147082;1;0.0;2020-03-27
SP;Iracemápolis;-22.5837191;-47.52341390000001;1;0.0;2020-03-27
SP;Jaguariúna;-22.7042272;-46.9855088;1;0.0;2020-03-27
SP;Jundiaí;-23.1857076;-46.8978057;3;0.0;2020-03-27
SP;Louveira;-23.0901449;-46.9496212;1;0.0;2020-03-27
SP;Mairiporã;-23.3157345;-46.5824481;2;0.0;2020-03-27
SP;Mauá;-23.666558;-46.4599145;2;0.0;2020-03-27
SP;Mogi das Cruzes;-23.5393228;-46.2167465;8;0.0;2020-03-27
SP;Osasco;-23.5372048;-46.7962319;4;0.0;2020-03-27
SP;Poá;-23.5337751;-46.34774549999999;1;0.0;2020-03-27
SP;Ribeirão Pires;-23.7081651;-46.4042434;1;0.0;2020-03-27
SP;Ribeirão Preto;-21.1704008;-47.8103238;3;1.0;2020-03-27
SP;Rio Claro;-22.4149023;-47.5651394;1;0.0;2020-03-27
SP;Santana de Parnaíba;-23.4430047;-46.9226637;6;0.0;2020-03-27
SP;Santo André;-23.6742228;-46.5436003;17;0.0;2020-03-27
SP;São Bernardo do Campo;-23.6898429;-46.5648481;15;0.0;2020-03-27
SP;São Caetano do Sul;-23.6233625;-46.5552433;16;0.0;2020-03-27
SP;São José do Rio Preto;-20.8127806;-49.3764444;1;0.0;2020-03-27
SP;São José dos Campos;-23.223701;-45.9009074;4;0.0;2020-03-27
SP;São Paulo;-23.5505199;-46.63330939999999;1044;62.0;2020-03-27
SP;São Sebastião;-23.8063468;-45.4016534;2;0.0;2020-03-27
SP;Sorocaba;-23.4557103;-47.4882762;1;0.0;2020-03-27
SP;Suzano;-23.5453209;-46.311625;1;0.0;2020-03-27
SP;Taboão da Serra;-23.6228759;-46.7816647;2;1.0;2020-03-27
SP;Tatuí;-23.3492186;-47.8465761;1;0.0;2020-03-27
SP;Taubaté;-23.0225753;-45.5486715;1;0.0;2020-03-27
SP;Valinhos;-22.9680841;-46.9945643;1;0.0;2020-03-27
SP;Vargem Grande Paulista;-23.5998291;-47.0224881;2;1.0;2020-03-27
TO;Araguaína;-7.192773300000001;-48.20482699999999;1;0.0;2020-03-27
TO;Palmas;-10.249091;-48.32428580000001;8;0.0;2020-03-27
AC;Rio Branco;-9.975377;-67.8248977;23;0.0;2020-03-26
AL;Maceió;-9.6498487;-35.7089492;10;0.0;2020-03-26
AL;Porto Real do Colégio;-10.1853206;-36.8378849;1;0.0;2020-03-26
AM;Boca do Acre;-8.748832400000001;-67.3994582;1;0.0;2020-03-26
AM;Manaus;-3.1190275;-60.0217314;63;0.0;2020-03-26
AM;Parintins;-2.633616;-56.7319696;2;1.0;2020-03-26
AM;Santo Antônio do Içá;-3.102811;-67.946675;1;0.0;2020-03-26
AP;Macapá;0.0355735;-51.070535;2;0.0;2020-03-26
BA;Alagoinhas;-12.1339689;-38.4211223;1;0.0;2020-03-26
BA;Barreiras;-12.1477483;-44.9953475;1;0.0;2020-03-26
BA;Brumado;-14.2025791;-41.6699736;1;0.0;2020-03-26
BA;Camaçari;-12.6971776;-38.3331983;1;0.0;2020-03-26
BA;Canarana;-11.6862665;-41.7680836;1;0.0;2020-03-26
BA;Conceição do Jacuípe;-12.3305286;-38.7670993;1;0.0;2020-03-26
BA;Conde;-11.814904;-37.6140253;1;0.0;2020-03-26
BA;Feira de Santana;-12.2535848;-38.9600762;9;0.0;2020-03-26
BA;Ilhéus;-14.7935051;-39.0463797;1;0.0;2020-03-26
BA;Itabuna;-14.7916229;-39.2833243;2;0.0;2020-03-26
BA;Jequié;-13.8590592;-40.0837763;1;0.0;2020-03-26
BA;Juazeiro;-9.4312697;-40.5078709;2;0.0;2020-03-26
BA;Lauro de Freitas;-12.8820575;-38.3148204;5;0.0;2020-03-26
BA;Porto Seguro;-16.4443537;-39.0653656;10;0.0;2020-03-26
BA;Prado;-17.3340212;-39.2250648;2;0.0;2020-03-26
BA;Salvador;-12.977749;-38.5016301;60;0.0;2020-03-26
BA;São Domingos;-11.464721;-39.5275967;1;0.0;2020-03-26
BA;Teixeira de Freitas;-17.5400307;-39.7421813;1;0.0;2020-03-26
CE;Aquiraz;-3.906286399999999;-38.3874738;6;0.0;2020-03-26
CE;Fortaleza;-3.7327144;-38.5269981;224;3.0;2020-03-26
CE;Fortim;-4.4508711;-37.7987924;1;0.0;2020-03-26
CE;Juazeiro do Norte;-7.229036499999999;-39.3124461;1;0.0;2020-03-26
CE;Mauriti;-7.382949299999999;-38.7716665;1;0.0;2020-03-26
CE;Sobral;-3.6895919;-40.3485423;4;0.0;2020-03-26
DF;Brasília;-15.826691;-47.92182039999999;203;0.0;2020-03-26
ES;Cachoeiro de Itapemirim;-20.8467047;-41.1202199;1;0.0;2020-03-26
ES;Cariacica;-20.2643105;-40.42030219999999;1;0.0;2020-03-26
ES;Castelo;-20.6037746;-41.20353009999999;1;0.0;2020-03-26
ES;Linhares;-19.4021415;-40.0670118;3;0.0;2020-03-26
ES;Santa Teresa;-19.9368278;-40.5983289;1;0.0;2020-03-26
ES;Serra;-20.1228954;-40.3054099;3;0.0;2020-03-26
ES;Vila Velha;-20.3477821;-40.2949528;20;0.0;2020-03-26
ES;Vitória;-20.2976178;-40.2957768;17;0.0;2020-03-26
GO;Anápolis;-16.328546;-48.95340299999999;3;0.0;2020-03-26
GO;Aparecida de Goiânia;-16.820257;-49.2473044;2;0.0;2020-03-26
GO;Catalão;-18.1660958;-47.9444845;1;0.0;2020-03-26
GO;Goiânia;-16.6868912;-49.2647943;21;0.0;2020-03-26
GO;Jataí;-17.884174;-51.7277223;1;0.0;2020-03-26
GO;Luziânia;-16.5236174;-48.0010282;1;1.0;2020-03-26
GO;Rio Verde;-17.7927534;-50.9196306;6;0.0;2020-03-26
GO;Silvânia;-16.6680815;-48.6132824;1;0.0;2020-03-26
GO;Valparaíso de Goiás;-16.0663414;-47.9845465;2;0.0;2020-03-26
MA;São Luís;-2.5299669;-44.2567292;10;0.0;2020-03-26
MG;Belo Horizonte;-19.9166813;-43.9344931;96;0.0;2020-03-26
MG;Betim;-19.9673078;-44.2011904;3;0.0;2020-03-26
MG;Boa Esperança;-21.0928092;-45.5629309;1;0.0;2020-03-26
MG;Bom Despacho;-19.7406544;-45.254096;1;0.0;2020-03-26
MG;Campos Altos;-19.6918841;-46.1736055;1;0.0;2020-03-26
MG;Contagem;-19.9161508;-44.0808763;2;0.0;2020-03-26
MG;Coronel Fabriciano;-19.5190218;-42.62825369999999;1;0.0;2020-03-26
MG;Divinópolis;-20.103444;-44.9716724;2;0.0;2020-03-26
MG;Governador Valadares;-18.8547986;-41.9589601;1;0.0;2020-03-26
MG;Ipatinga;-19.4707569;-42.548012;1;0.0;2020-03-26
MG;Juiz de Fora;-21.7623644;-43.3436917;8;0.0;2020-03-26
MG;Lagoa da Prata;-20.0272246;-45.5353426;2;0.0;2020-03-26
MG;Mariana;-20.3652719;-43.4150073;2;0.0;2020-03-26
MG;Nova Lima;-19.9930478;-43.84855659999999;11;0.0;2020-03-26
MG;Patrocínio;-18.9379901;-46.9942484;1;0.0;2020-03-26
MG;Poços de Caldas;-21.7853787;-46.5619303;1;0.0;2020-03-26
MG;São João del Rei;-21.1315407;-44.25306500000001;1;0.0;2020-03-26
MG;Sete Lagoas;-19.45738;-44.2416695;2;0.0;2020-03-26
MG;Timóteo;-19.5815683;-42.64753109999999;1;0.0;2020-03-26
MG;Uberaba;-19.7473668;-47.93915399999999;3;0.0;2020-03-26
MG;Uberlândia;-18.9127534;-48.275484;7;0.0;2020-03-26
MS;Campo Grande;-20.4697105;-54.6201211;23;0.0;2020-03-26
MS;Ponta Porã;-22.523123;-55.7242526;1;0.0;2020-03-26
